date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:38:17	22877/22877	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Jul%202022%2010:38:56%20GMT	https://bostamihtml.ibthemespro.com/resumeTwo.html	C:/My%20Web%20Sites/one/bostamihtml.ibthemespro.com/resumeTwo.html	(from https://bostamihtml.ibthemespro.com/homePage.html)
11:38:17	49667/49667	---M-Z	200	added ('OK')	text/html	date:Sun,%2017%20Jul%202022%2014:16:54%20GMT	https://bostamihtml.ibthemespro.com/portfiloTwo.html	C:/My%20Web%20Sites/one/bostamihtml.ibthemespro.com/portfiloTwo.html	(from https://bostamihtml.ibthemespro.com/homePage.html)
11:38:18	61475/61475	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Jul%202022%2018:33:28%20GMT	https://bostamihtml.ibthemespro.com/blogTwo.html	C:/My%20Web%20Sites/one/bostamihtml.ibthemespro.com/blogTwo.html	(from https://bostamihtml.ibthemespro.com/homePage.html)
11:38:18	20046/20046	---M-Z	200	added ('OK')	text/html	date:Sun,%2017%20Jul%202022%2010:55:08%20GMT	https://bostamihtml.ibthemespro.com/contactTwo.html	C:/My%20Web%20Sites/one/bostamihtml.ibthemespro.com/contactTwo.html	(from https://bostamihtml.ibthemespro.com/homePage.html)
11:38:18	10846/10846	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Jul%202022%2010:38:58%20GMT	https://bostamihtml.ibthemespro.com/images/blog_images/small/5.jpg	C:/My%20Web%20Sites/one/bostamihtml.ibthemespro.com/images/blog_images/small/5.jpg	(from https://bostamihtml.ibthemespro.com/blogTwo.html)
11:38:18	25197/25197	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Jul%202022%2010:38:58%20GMT	https://bostamihtml.ibthemespro.com/images/blog_images/small/6.jpg	C:/My%20Web%20Sites/one/bostamihtml.ibthemespro.com/images/blog_images/small/6.jpg	(from https://bostamihtml.ibthemespro.com/blogTwo.html)
11:38:19	18502/18502	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Jul%202022%2010:38:58%20GMT	https://bostamihtml.ibthemespro.com/images/blog_images/5.jpg	C:/My%20Web%20Sites/one/bostamihtml.ibthemespro.com/images/blog_images/5.jpg	(from https://bostamihtml.ibthemespro.com/blogTwo.html)
11:38:19	23085/23085	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Jul%202022%2010:38:58%20GMT	https://bostamihtml.ibthemespro.com/images/blog_images/6.jpg	C:/My%20Web%20Sites/one/bostamihtml.ibthemespro.com/images/blog_images/6.jpg	(from https://bostamihtml.ibthemespro.com/blogTwo.html)
11:38:19	1753/1753	---M--	200	added ('OK')	image/png	date:Fri,%2015%20Jul%202022%2010:38:58%20GMT	https://bostamihtml.ibthemespro.com/images/contact/phone-call.png	C:/My%20Web%20Sites/one/bostamihtml.ibthemespro.com/images/contact/phone-call.png	(from https://bostamihtml.ibthemespro.com/contactTwo.html)
11:38:19	1273/1273	---M--	200	added ('OK')	image/png	date:Fri,%2015%20Jul%202022%2010:38:58%20GMT	https://bostamihtml.ibthemespro.com/images/contact/email.png	C:/My%20Web%20Sites/one/bostamihtml.ibthemespro.com/images/contact/email.png	(from https://bostamihtml.ibthemespro.com/contactTwo.html)
11:38:20	1869/1869	---M--	200	added ('OK')	image/png	date:Fri,%2015%20Jul%202022%2010:38:58%20GMT	https://bostamihtml.ibthemespro.com/images/contact/map.png	C:/My%20Web%20Sites/one/bostamihtml.ibthemespro.com/images/contact/map.png	(from https://bostamihtml.ibthemespro.com/contactTwo.html)
